 (-0.36480513+0.34737536j)  (-0.22189027+0.015186217j)  (0.048075806-0.087672725j)  (-0.6852505-0.074121825j)  (-0.7600354-0.3519807j)  (0.11071311+0.4613242j)  (-0.43573958-0.39728275j)  (-0.9082351+0.09923867j)  (-1.0043558+0.21046233j)  (0.018921275+0.54653305j)  (-1.0264698+1.0955487j)  (-0.25854534+1.2031873j)  (-0.2759835+0.4189624j)  (-0.9642927-1.0406206j)  (0.054625113+0.55193776j)  (0.96874076+0.8800387j)  (0.23265302+0.33261082j)  (-1.5403792+0.88677144j)  (0.24913387+0.0042558513j)  (-0.056709662-0.76257807j)  (0.27582967+0.7421972j)  (1.1065419+1.1272197j)  (1.0114993+0.3726914j)  (-0.32302275-0.7481681j)  (0.80972785-0.050617732j)  (0.4140375-0.05450436j)  (0.26474604-1.1497136j)  (0.0076253014-0.04131948j)  (-1.5417154-0.32233378j)  (-0.34007236-0.7136252j)  (-0.09985943+0.08112184j)  (-0.37288985+0.22076899j)  (1.5666311-0.33223286j)  (0.38495034+0.04612866j)  (0.20031264+0.11884003j)  (0.70193744+0.19681218j)  (0.17494814-0.4888113j)  (-0.32635236+0.55748403j)  (-0.71800107+0.38240612j)  (-0.1487077+1.3596262j)  (0.7092293+1.0965494j)  (0.6339869-0.2816245j)  (-0.40277484+1.2133945j)  (0.6379917-0.40571904j)  (0.11442768+0.31391257j)  (-0.60163385+0.85319746j)  (-0.9251717+0.4706476j)  (0.16094656-0.40231287j)  (0.09114871+0.65918607j)  (0.23842013+0.33497718j)  (-0.02298773+1.0475403j)  (-0.8553076-0.62497324j)  (-0.07803579-0.01859911j)  (0.86597687+0.21463549j)  (1.0942595+1.8111271j)  (-0.23550424+0.68782574j)  (2.040393+0.85162354j)  (1.6768436+0.35605648j)  (-0.41482997-1.054803j)  (-0.60271966+1.0642788j)  (0.06015509+0.3153566j)  (1.2052535-1.8609324j)  (-0.41762903+0.25093567j)  (0.77247155+0.1562858j)
 (-0.5277324-0.291723j)  (1.3012697+0.55616105j)  (0.32495698-0.37404615j)  (-0.15490362+0.10577373j)  (-0.8372364+0.85453904j)  (0.15142934-0.15544523j)  (0.43959802+1.2237672j)  (-0.99177754-0.8997041j)  (-0.022722298-0.3442303j)  (-0.96631426-0.17196569j)  (-0.86214834-0.9032517j)  (-0.32215372+0.58176506j)  (-0.8607009-0.17572126j)  (-0.09447356-1.1348084j)  (-0.29328245-0.37114096j)  (-1.1905303+0.11491932j)  (0.7039155-0.37965855j)  (0.77041817-0.2660351j)  (-0.47086504-0.69709325j)  (-0.0034157676+0.5125255j)  (0.5687478-0.9726019j)  (1.5504079-1.3111719j)  (-0.24262905-0.012794653j)  (-0.5868959+0.6248704j)  (-0.22977975-1.2787763j)  (-0.98271084+0.90697867j)  (-0.20789297+0.0863062j)  (-0.07060704-0.048467427j)  (0.3480401+0.59253925j)  (0.23534954+0.6660677j)  (-0.6676007-0.4011213j)  (-0.6538845-0.33045068j)  (-1.0298431+0.4488044j)  (-1.2607391+0.6611206j)  (-0.1883021-0.12397385j)  (0.0118916845+0.5554683j)  (0.007080017-0.8104973j)  (-0.45425835+0.19983369j)  (0.031715136+0.62057775j)  (0.15327016-0.40036446j)  (-0.16798098+0.1301387j)  (0.44540417+0.6312173j)  (-0.022258183-0.20606653j)  (-0.022557033+0.47266716j)  (0.75317293+1.6599046j)  (-0.63013446+0.019932147j)  (-0.40771115-1.0872434j)  (-0.26166955+0.16339196j)  (-1.5553404-1.2039721j)  (-0.5234694+0.69783044j)  (-0.68750024-0.2500375j)  (-0.04436542+0.8081052j)  (0.5542478+0.6485221j)  (-0.2227097+0.19280134j)  (-1.429598-0.7829778j)  (-0.662619-1.5719136j)  (-0.43566427-0.17001028j)  (0.87615895-0.00020517921j)  (0.20840625-0.274173j)  (0.755178+0.8115158j)  (-0.119361326+0.68045646j)  (0.12547676-0.7226175j)  (-0.75944036+0.871668j)  (-0.017351905+0.21912012j)
 (0.20078862-0.9900785j)  (1.0198603+0.2892113j)  (-0.02600208-0.086161025j)  (0.19111863-0.14506318j)  (-0.93450576-0.72191197j)  (-0.41150337+0.07642378j)  (0.11944697-1.0069509j)  (1.0181549+0.61616206j)  (0.71091735+0.4789506j)  (-0.5792107+0.42143962j)  (-0.1773373-0.6346922j)  (-0.40770575-1.1687533j)  (-1.1066308-0.23696142j)  (-0.2527607+0.07361502j)  (0.48067418+1.1817842j)  (-0.8447837-0.03700347j)  (-0.6085034-0.23500861j)  (-0.3443627+0.9543059j)  (1.0582433-0.9333211j)  (0.69135326-0.74276483j)  (-0.3036039+0.68761814j)  (0.2891829+0.13732788j)  (-0.11095703-0.48385552j)  (0.41694415-0.23763096j)  (-0.1007449+0.27897897j)  (-0.78502893-0.21922727j)  (-0.47610217+0.24210766j)  (0.050466124+0.9889093j)  (0.156878+0.724445j)  (0.8402187+0.7452888j)  (0.74316627+0.18268678j)  (-0.086207785+0.24245147j)  (-0.0055603236+0.63120735j)  (1.01551-0.6892697j)  (0.96797407-0.38429794j)  (0.32845387-0.25134924j)  (-1.0490581+0.84303606j)  (0.05802923+0.9893941j)  (0.29551527+0.5998515j)  (0.71282536-0.48496607j)  (0.6201577+0.47421706j)  (-0.49057958-0.6322281j)  (0.7759217-0.06630846j)  (0.467571-0.067030154j)  (0.39960894+0.75510925j)  (-0.0031278853+1.3293555j)  (-1.1396177-0.10243632j)  (-2.0701454-1.0014209j)  (-0.59314567-0.9873422j)  (-0.64871204-0.04962463j)  (1.0043058-0.04773445j)  (0.25417244+0.84771127j)  (-0.74067605+0.3978147j)  (0.07078288+0.032934032j)  (-0.6286893-0.9269055j)  (-0.26171076+0.29767177j)  (-0.2935556+0.7165945j)  (0.33684587-0.7063508j)  (-0.18003364+0.06232551j)  (0.9337466-0.16856544j)  (-0.24906594+0.27675664j)  (-0.16161011-0.36312962j)  (-0.3295427-0.87694734j)  (-0.21203424-1.230216j)
 (-0.93318844+1.0438738j)  (-0.5266587+0.48991853j)  (0.24587609+0.3157138j)  (-0.5565014-0.91749793j)  (0.14309971-0.86025196j)  (-0.36929625+1.561017j)  (0.8428701-0.07128576j)  (-0.08386528+0.820216j)  (1.4821506+0.052932896j)  (-0.0015163856+0.5576094j)  (0.6158991+1.1683153j)  (0.14655596-1.5475503j)  (0.019076118+0.41174924j)  (-0.05229013-0.45186937j)  (0.91011643-0.7177552j)  (0.74400306-0.038385212j)  (0.4606155+0.9834508j)  (0.017174829+0.23120391j)  (-1.2098252+2.3207026j)  (-0.10407901+0.33677363j)  (-1.1585026+0.65802264j)  (-0.2021547+0.28942388j)  (1.0231196+0.10595002j)  (0.927388+1.1483811j)  (-0.9957916-0.49471396j)  (-0.94026685+1.088889j)  (-0.8677089-0.33596307j)  (0.77311015-0.48225275j)  (-0.4885625+1.1335322j)  (0.8393286+0.7189224j)  (0.580949+0.054102328j)  (-0.35059+0.19165246j)  (-0.65788275-0.36379912j)  (0.12928537-0.06675027j)  (1.704775+0.9025016j)  (0.47275925-0.47208953j)  (0.55031276-0.1424185j)  (-1.5018198+0.093160056j)  (-1.3703667-0.80775595j)  (0.60716075+0.06251893j)  (-1.0547154-0.8346525j)  (0.36798042-0.00059459213j)  (0.39701647-1.20995j)  (0.011480519+0.2878316j)  (0.36253884+0.33016226j)  (0.75944453-0.6260253j)  (-1.2145784+0.44903272j)  (-0.71606845+0.4710499j)  (0.6774818-0.31224886j)  (-0.23830932+1.2233824j)  (0.17409483+0.5122661j)  (1.7051252-0.02975632j)  (-2.0490458+0.7427127j)  (1.3734837-0.36478692j)  (0.5104939+0.14803524j)  (0.27766436-0.06801757j)  (-0.3737876-0.87855595j)  (-0.006685622+0.13091746j)  (-0.9463312-0.44722766j)  (0.58330166-0.32585797j)  (-0.13144939+0.3550684j)  (-0.6389251-1.1097369j)  (-0.6494077-0.32365695j)  (0.22085719-0.69735223j)
 (-0.3786859+0.38004836j)  (-0.12898621-0.24882509j)  (0.1530739+0.057834785j)  (1.126193+0.078829296j)  (0.23016396-0.25464383j)  (1.0854316+0.014566786j)  (-0.45356378-0.098401554j)  (0.050143763+0.5685043j)  (0.6012279+0.909705j)  (-1.7086664+1.2678496j)  (0.41210645-0.070097886j)  (-0.17434886+1.710431j)  (0.36437875+0.41820273j)  (-0.11545839+0.69160134j)  (0.4868643+0.5260349j)  (-0.005284598+0.5508735j)  (0.42287412-0.30191368j)  (0.0578342+0.3718363j)  (-0.51008314+0.9433093j)  (0.45775557-0.27978078j)  (-0.06821428-0.12644413j)  (0.47666556-0.5149369j)  (0.29770005-2.0740075j)  (0.72122973+0.48034066j)  (-0.37969765-0.6285575j)  (0.4620967+0.87837553j)  (-1.2477957-0.013316562j)  (0.36534286+0.03711351j)  (0.39335778+0.16231751j)  (1.3114446+0.051602602j)  (-0.3914668-0.6051923j)  (0.09802212-0.24904518j)  (-1.0583158+0.24651727j)  (1.5411819+2.1973174j)  (0.16723596+0.48738083j)  (-0.42714557+0.39304823j)  (0.51203495-0.71600944j)  (-0.343138-0.67559224j)  (0.8728624-0.15676376j)  (0.51223415-0.47262013j)  (-0.37567306-0.8681458j)  (-0.68611926+0.63042206j)  (1.0566988+0.22939564j)  (-0.59396684+0.7856919j)  (-0.2437685-0.31630084j)  (0.04822691-0.025013922j)  (-0.019617653-0.375415j)  (-0.07043981-0.82647884j)  (0.46129134-0.7114674j)  (-0.40486404-0.047119856j)  (0.66998476+0.072378404j)  (-0.56089926-0.39343867j)  (0.52097803+0.20698951j)  (-0.30533957+0.5624473j)  (0.27684227-0.6487325j)  (0.1828682+0.3765592j)  (0.33246592+0.23766463j)  (-0.79203665-0.39015257j)  (-0.58755857+0.064818345j)  (-1.0161897-0.25852048j)  (-0.85465616+0.37275785j)  (-0.24865292+0.27341816j)  (-0.7826163+0.24267553j)  (1.2476121+1.2222128j)
 (-1.4608816-1.3128917j)  (-0.9021154-0.66020834j)  (0.43546432-0.34474555j)  (0.7860384-0.8379202j)  (-0.2589881-1.30117j)  (0.0278037-0.4655486j)  (0.845245-1.1839366j)  (-0.2075756+1.1639394j)  (0.041232903+0.6298116j)  (-0.59925383-0.10236376j)  (-0.65177935-0.010852798j)  (-0.42115277+0.27190673j)  (-0.015652562+0.33732772j)  (0.44898435+0.3967019j)  (0.27048445-0.43681523j)  (-0.63010097+0.27676618j)  (0.5054826+0.09100191j)  (-1.0354242+0.27085587j)  (-0.25042817-0.2878764j)  (0.6565537+1.4675438j)  (-0.9212044+0.008805987j)  (-1.1716431-1.2963707j)  (-0.018989712+0.29145327j)  (0.5966443+0.4368604j)  (-1.0192392-0.062720686j)  (-1.8767893-0.37393025j)  (-0.5895014+0.20995624j)  (0.5300703-0.49256265j)  (-0.28172028-0.5344651j)  (-0.19479534-0.82599103j)  (-1.0929791+0.55151516j)  (-0.53672016+0.3155429j)  (-0.4478943+0.8839993j)  (0.041293427+0.60795444j)  (0.77124006+0.28396046j)  (-0.36352536-1.2144488j)  (-0.19954096-0.94450516j)  (0.5613938+0.87045234j)  (-0.04740696-0.023536436j)  (-0.1180371+0.48947713j)  (0.21879518-0.8438793j)  (0.75193393-0.0015560455j)  (1.2696404-0.49348104j)  (-0.103794664+0.6665815j)  (-0.05927824-0.8849411j)  (0.12735711+0.36197048j)  (0.61656195-0.117889255j)  (0.5397424+0.48336735j)  (-0.17729054+0.26803493j)  (-0.39324155-0.22627631j)  (0.38486376+0.31940722j)  (-0.6716219+0.6239618j)  (-0.6919947+0.3154497j)  (-0.6196447-0.22134396j)  (0.90181804-0.009787017j)  (0.81468576-0.47965237j)  (1.1813099+0.8445326j)  (0.48350188+0.14903724j)  (-0.5575727+0.32659754j)  (-0.49337822+0.75212365j)  (-0.3737318-0.016748644j)  (-0.19159287-0.7490101j)  (0.6458445+0.051068977j)  (0.10766458+0.36964148j)
 (0.1834705+1.1641157j)  (0.13435735-0.96955854j)  (-0.8190528+0.103850916j)  (-0.20374872+0.11734616j)  (0.4051303+0.8377832j)  (-0.29836503-1.2034757j)  (-0.23336768-0.35474584j)  (1.1394382-0.11249293j)  (0.5280624+0.22976321j)  (0.30206746+0.82940674j)  (-0.20604119+0.43345073j)  (-0.08478587-2.0096164j)  (-0.2618612-0.89689547j)  (0.513561-0.35160726j)  (0.16063987+0.06870927j)  (0.1974675-0.29548812j)  (-0.26625302-1.116507j)  (-0.34448832-0.06263281j)  (-0.13409695+0.8376875j)  (-0.49980253-0.76639754j)  (0.3464164-1.1538535j)  (-0.30574122+0.89659345j)  (0.043883726-0.61245006j)  (-0.060860157-1.1259992j)  (-0.41872767-0.19813871j)  (-0.45952007-0.1458475j)  (1.860938-0.45044768j)  (-0.87053317-0.845186j)  (-0.20901842+1.0105782j)  (-0.5224471+0.29005626j)  (-0.7534249+0.19484511j)  (0.3779952+0.30549145j)  (-0.8843149+1.181593j)  (-0.91499585+0.36741924j)  (-0.39361852+0.5309643j)  (-0.35490498+0.021959951j)  (0.4993994+0.029895304j)  (-0.95860326+0.36302078j)  (1.6740625-0.34652805j)  (-2.1243718+1.1726445j)  (-0.013647667-0.6567454j)  (0.00044935744-0.18745232j)  (-0.83333075-1.6490824j)  (-1.2320498+0.056683905j)  (0.35473156-0.20909068j)  (0.32245782+0.8722686j)  (0.8948721+0.7235301j)  (0.48619005+0.80912757j)  (-0.41425425-0.5265687j)  (0.58604956+1.1406604j)  (1.0981967-1.1821179j)  (0.300989-0.18718524j)  (0.97062284-1.2967913j)  (0.71609145+1.5505533j)  (-0.08195866+0.3701744j)  (-0.6978362+0.6437402j)  (-0.1269866-0.548195j)  (-0.12714916-0.43451366j)  (0.037063546-0.29317546j)  (-0.8133307+1.1086358j)  (-0.42723024-0.16460125j)  (0.8682185-0.28283128j)  (0.5789147+0.49468783j)  (-0.74316037-0.93281925j)
 (-0.7102654-0.8373475j)  (-1.3631445-0.5804708j)  (-0.18522859+1.0737058j)  (1.7675667+0.16576314j)  (0.35936594-0.28842217j)  (0.32410723-0.604141j)  (1.0524495+0.8083533j)  (-0.6908753-0.18809882j)  (-0.06622202+0.036682416j)  (0.9391238+0.1430671j)  (1.1209236-1.0463381j)  (0.19571239-1.2394142j)  (-0.018723456+0.16532618j)  (0.5327955+0.21462905j)  (0.96759576-0.23628353j)  (-0.080650546+0.7970836j)  (-0.71431744+0.72385466j)  (-0.14871506+0.813202j)  (0.27376884+0.41255102j)  (-0.4368735+0.6685633j)  (-0.015508913+0.33190262j)  (-0.38764971-0.30535108j)  (-0.10720118-0.9552288j)  (-0.53357744+0.13720794j)  (-0.023614654-0.571911j)  (-0.64038724-0.57583207j)  (1.3998003-1.0646392j)  (-0.17029804+0.08174045j)  (0.8457989-1.065028j)  (0.14167364+0.41680282j)  (0.52504337+0.084327355j)  (-1.1257634+0.3181038j)  (-0.81754017+0.95091003j)  (0.20253685-0.4464906j)  (-0.06994616+0.32891876j)  (0.2322862+1.2991827j)  (-0.0006660316+0.20719059j)  (0.8127209-0.33763656j)  (0.21098807+0.0429421j)  (-0.21149978+0.24699704j)  (-0.39037514+1.0297272j)  (-0.19367366-0.23975335j)  (-0.8067276-1.1404275j)  (0.5380185-0.4124649j)  (0.51569957+0.124880806j)  (1.7033539+1.1188583j)  (1.346264-0.32119018j)  (-0.41819838+0.3358317j)  (0.18311374-1.0952096j)  (0.6367607+0.22555147j)  (-0.47652832-0.2560533j)  (-0.9385212+1.9048809j)  (-0.8279112+0.5988975j)  (0.9305221-0.7474043j)  (-0.76118076-0.84566563j)  (0.5098113+0.79136735j)  (0.09055258-1.4579406j)  (0.5597009-0.81131876j)  (0.246885+1.1218252j)  (-1.3423591-0.72470754j)  (1.3149109-0.49092084j)  (0.3379495-0.71572924j)  (0.4232214+0.30589458j)  (-1.3486363-0.49225342j)
 (-1.3255081-0.994253j)  (-0.5800443+0.64457744j)  (-0.59180707-0.47223225j)  (-0.67681485-0.9565431j)  (-0.097943015+1.2393541j)  (0.56854075-0.29569176j)  (-0.0030092865-1.2028348j)  (-1.0092319-0.16672854j)  (-0.28567818+1.0973253j)  (-1.4436204+0.27465248j)  (1.293574+0.52879184j)  (0.10303528+0.62073016j)  (0.14616366-0.21450818j)  (-0.9951889+0.18156528j)  (-0.23829497+0.67356646j)  (-0.08423291-0.4769854j)  (0.49903014-0.59398323j)  (-0.97121865+0.09681558j)  (0.8297151-0.74145114j)  (0.28875592+0.07122124j)  (-0.11974066+0.16839848j)  (1.7101587-0.0969668j)  (-0.2183815+1.253571j)  (-0.19187261-0.2926001j)  (0.2925764-0.35982704j)  (0.30735284-0.7820296j)  (-0.29987684-0.5224261j)  (-0.9922522+1.645829j)  (0.04875821-0.17444511j)  (-0.43100753+1.9208457j)  (0.9218413-0.62593853j)  (-0.09911338-0.08592864j)  (0.08426488+0.5581217j)  (-0.7851366-0.30099025j)  (0.22254258+0.6372101j)  (-1.0803195-0.43548495j)  (0.14046936-0.5679483j)  (0.07163307-0.8467178j)  (0.5025492-0.7092488j)  (0.98720855-0.7741616j)  (-0.42129505-0.47461388j)  (-0.64429915-0.6146584j)  (-0.15267439+0.39104685j)  (-0.17206492+1.1315018j)  (0.02260084+0.03550638j)  (0.069809265+0.12405655j)  (0.9632635+0.48846295j)  (0.2523583+0.13806514j)  (-0.6200974+0.5083308j)  (0.36253506+0.27449095j)  (-0.45754495+0.2676887j)  (0.37438738-0.42546847j)  (0.20517655-0.17079659j)  (0.49556673+0.21263506j)  (0.77312005-0.091293395j)  (0.40391886-0.0803383j)  (0.24113645+0.46901688j)  (-0.69340813-1.9882478j)  (-0.3830912+0.5613889j)  (0.77614564-0.066225424j)  (1.3314+0.15164961j)  (0.23340686+0.23080088j)  (-0.90597254-0.11427533j)  (0.27933988-0.93380195j)
 (-0.34461638-0.65244436j)  (-0.5678143+0.24811491j)  (-1.053095-0.5770492j)  (0.10092457-0.17248143j)  (0.5228614+0.52975j)  (-0.03302422+1.1009257j)  (-0.61376184+0.27954832j)  (-0.46069574-1.5170233j)  (-0.079500824+0.89242387j)  (-0.18227144+0.5583037j)  (-1.4588176-0.37388405j)  (-0.35118926+0.6802831j)  (0.0056939744-1.114511j)  (0.7336944-0.4059599j)  (-0.5559632+0.5433682j)  (-0.54111785+0.55221623j)  (-0.6055773-1.42275j)  (1.2424244-0.44712344j)  (0.30225593+0.56096727j)  (-0.9279168-0.0075249034j)  (-0.17339991-0.26840296j)  (-0.7556495+0.5523777j)  (-1.0905-0.911551j)  (0.35278103-0.1305415j)  (0.723525+0.09741997j)  (-0.56143206+0.357057j)  (-0.14456095-0.21597566j)  (-0.46168044+0.4025572j)  (-0.20245512+1.6257012j)  (1.0813124+0.79058313j)  (-0.35348007-0.14536078j)  (-0.140504-0.9835761j)  (-0.22029121+0.81438035j)  (0.14117846+0.41885015j)  (-0.47171384+1.5682685j)  (-0.06949402+0.5679662j)  (-0.9124816-1.6978142j)  (-0.5508746+1.1330824j)  (0.505153-0.71327186j)  (1.1234872-0.9865418j)  (0.32232553-0.20633718j)  (0.18162312-0.8516595j)  (-1.0514622-0.07795483j)  (-0.047763817-0.83340317j)  (-0.5332871+0.77060574j)  (0.88464564-0.07975517j)  (1.3078328+0.76091635j)  (0.02216517+0.57320887j)  (1.0690995+0.58849955j)  (0.16064319+0.26562062j)  (0.9579434+1.271765j)  (-1.5872818+0.16614173j)  (-0.63063985+0.8834979j)  (-0.7238506+1.2350007j)  (2.044834-0.108810864j)  (0.6428255+0.034549005j)  (0.6664404-0.37067172j)  (1.4991899-1.1957668j)  (0.050529983+0.71647835j)  (0.04432889-1.0647538j)  (-1.4897323+0.32394665j)  (1.0479934-0.42106253j)  (-0.17866464+1.3967421j)  (0.49357054-1.1321464j)
 (0.6679314-0.24345765j)  (-0.7132428+0.5703747j)  (0.106430694+1.0095631j)  (0.57355267-0.72667867j)  (1.415998-0.4415294j)  (0.7041949-0.29088232j)  (0.10153288+0.51823395j)  (-0.43519238-0.2481537j)  (1.0273155-0.42254087j)  (-0.27319002+0.11922329j)  (0.30680162-0.5246325j)  (0.49288905+1.2639337j)  (-0.5478598-0.056424797j)  (0.27512988+0.6360935j)  (-0.34495422-0.8578327j)  (-0.41590732-0.16309698j)  (0.5807451-0.14752786j)  (-0.4986523-0.7235097j)  (0.69203985+0.7902416j)  (0.28298208+0.55333394j)  (0.5175798-0.36318722j)  (0.52553284+0.28235444j)  (-0.6515801-0.3447642j)  (0.23722117+0.3622921j)  (0.5183985+1.2790998j)  (-0.8035356-0.073795155j)  (-0.29749116-0.66086656j)  (0.7208629-1.3308179j)  (-0.6869275+0.3085561j)  (0.300661-1.2479539j)  (-0.3697613+1.2137117j)  (-0.3971192-0.9962898j)  (2.129938-1.244549j)  (-0.18983196-1.6678075j)  (0.84457755+0.42424047j)  (-0.57939404-0.8872981j)  (0.76601195+0.5497976j)  (-0.7304283+0.1474086j)  (-1.3260379-0.7170819j)  (0.25430357+0.9485981j)  (-0.32690027-0.901622j)  (0.44436342-0.24137595j)  (-0.7233522+0.44127414j)  (-0.34303546+1.2704638j)  (-0.69553876-0.8341269j)  (0.42289552+0.3668692j)  (1.0092931+0.12921414j)  (0.51756287-0.21858475j)  (-1.0305322-0.18291296j)  (-0.122004956-0.9854048j)  (0.26176897+0.8717605j)  (-0.12977108+0.029807553j)  (0.31078303+0.11564381j)  (-1.1579468-0.3605187j)  (-1.3066155-0.09205465j)  (-0.07515562-1.7455018j)  (1.2067393-0.1694048j)  (-0.17018192+0.11596257j)  (-1.0439345-0.7653661j)  (0.07474208-0.35020483j)  (0.3653068-0.9479277j)  (-0.048689198-0.880872j)  (0.34225756-1.2745905j)  (-0.10497013-0.031781502j)
 (-0.5960875+0.35724095j)  (-1.0435686-0.42783433j)  (-0.3247004-0.11590739j)  (0.9063488+0.88900775j)  (-0.5344221+0.96315825j)  (0.18572257-1.1357157j)  (0.54454947+1.0035212j)  (0.78203166+0.6337861j)  (0.20636256+0.4793275j)  (-0.7308839+0.063253455j)  (-0.34260514-0.12076798j)  (0.7304158+1.993163j)  (1.139243+0.4641843j)  (1.1667888-0.5831938j)  (0.55770093-0.51825094j)  (-0.78459334+0.22586435j)  (-0.55606323-0.10752307j)  (-0.20614487+0.23633862j)  (0.46797234+0.24436477j)  (-0.491835-0.42449352j)  (0.5155997+0.28704432j)  (-0.48069644-0.5261084j)  (-0.13578069+0.48617047j)  (0.178672-0.61072206j)  (0.8481504+0.49296996j)  (-1.0793241+0.52076274j)  (-0.049358204-0.80057675j)  (-0.36325786-1.1691643j)  (0.09303737+0.21700594j)  (-0.066734225-0.1704482j)  (-1.4167964-0.48310417j)  (0.22779052-0.8785617j)  (0.84690154+0.38562822j)  (0.11101621-0.850228j)  (-0.7163869-0.56310236j)  (-0.90606153+0.837356j)  (-0.5713266+0.85122246j)  (0.19477409+1.201367j)  (1.0425335+0.50479054j)  (-0.34715852+0.106763475j)  (-0.43240878+0.069671765j)  (0.47580585+1.783268j)  (-0.5703014-1.3114638j)  (0.83672374-0.8075675j)  (-0.4887778+0.21897951j)  (1.269445-0.9073973j)  (0.30752876+1.0679238j)  (-0.67402804-0.15272611j)  (-0.3940911+0.29592595j)  (0.6294147-0.46748766j)  (1.5878497-0.084700674j)  (-0.29364994-0.46310034j)  (0.30430305-0.20733792j)  (-0.097260974-0.4955115j)  (-0.75575674+0.13621135j)  (0.7522618-0.524737j)  (0.54962176-0.14146057j)  (0.57379025-0.6996951j)  (-0.5563969+0.14670545j)  (0.007129826+0.6851572j)  (-0.36457816+0.5433669j)  (0.39883643-0.15767185j)  (0.6442815-0.23908891j)  (-0.33580616+0.22610016j)
 (-0.28987744+0.499061j)  (-0.52179253-0.24231678j)  (-0.22674014-0.20178686j)  (-0.7813062+0.6974738j)  (0.7318377+0.06811114j)  (-1.1700188-0.5197967j)  (0.035564594-0.3796566j)  (0.54574454-0.6356583j)  (-1.1153194-0.86799383j)  (0.17522782+0.2460539j)  (-0.5098076-0.08312696j)  (0.1780471+1.5754051j)  (-0.94965124+0.8347062j)  (0.41896644+0.4903763j)  (-1.209432+0.9170735j)  (-0.49154773-0.91312146j)  (-0.021499012-0.6304723j)  (1.5625559+0.15634659j)  (-0.6362396+0.9239777j)  (0.13149571-0.35273102j)  (-0.5226847-0.34669814j)  (-0.8629614-0.23996352j)  (0.22414643+0.8458677j)  (-0.27587754-0.21757482j)  (0.6444841+1.0367422j)  (0.4545435-0.541245j)  (-0.14255513+0.715494j)  (-0.35605177-0.111533344j)  (-1.0738927-0.117667295j)  (0.43908703-0.76643175j)  (0.15547712-0.5412921j)  (-0.008047776-1.1094354j)  (-1.7353201-0.48618126j)  (1.770556+0.10613091j)  (0.64902854-0.14256588j)  (-0.23402083+0.080090545j)  (-0.114485666+0.16024005j)  (-0.6796359+0.17810647j)  (0.344542-0.5312371j)  (0.11196236-0.012500539j)  (-0.3998608-0.36266604j)  (-0.84925646+0.6559989j)  (0.3704576-0.5279787j)  (-1.1604213+0.118895985j)  (1.1526561+0.050986808j)  (0.5643783-0.39692068j)  (0.19578204-0.43749154j)  (0.73935694-0.27875635j)  (-1.7970235-0.24753249j)  (-0.3910595-0.043297444j)  (0.3926293-0.5964214j)  (0.32997584-0.6204756j)  (0.32265633+0.2820256j)  (-0.9112337+1.073242j)  (-0.43048817-1.4886833j)  (0.2134802-0.6443409j)  (-0.91672254+0.009977079j)  (-0.28442702-0.45886773j)  (0.19429357+0.11564722j)  (-0.32679427-0.67755246j)  (-0.73392844-0.38084254j)  (0.73105437+0.6910209j)  (0.7274395-0.79850054j)  (0.5067993-1.302264j)
 (-1.0657382-0.20380199j)  (-0.8965802-0.5410098j)  (0.88590103+0.35109028j)  (-0.47391906-1.0257387j)  (-0.17048505+0.51905245j)  (-0.70754963-1.1118113j)  (0.02848811-0.04457825j)  (-0.7031817-0.75700027j)  (1.3692924-0.08602355j)  (0.2767732-1.0346887j)  (0.5409495-0.23483106j)  (-1.6097213-0.002118308j)  (-0.92149776-0.5524606j)  (0.56087834-0.30103186j)  (-0.6221533+0.09013863j)  (-0.36627316+0.93581164j)  (-0.036311913+0.1455945j)  (-0.028851077-0.25922036j)  (-0.3207989+0.43070608j)  (0.8506942-1.4345334j)  (0.057217155-1.0446732j)  (-0.027247475+0.50166965j)  (-0.092671186-0.46221107j)  (-0.08146718+0.48489636j)  (0.38748863+0.57370055j)  (-0.30248037-0.9011847j)  (-0.105085276-0.3932451j)  (-0.008685925+0.34946647j)  (-0.59675825-0.15755647j)  (-0.63935+0.5274607j)  (-0.50954705-0.19919801j)  (0.19563907+1.261866j)  (1.1497579+0.7939242j)  (0.25644594+0.016499398j)  (-0.7339177-1.6466281j)  (0.30079833+0.028831394j)  (-0.7964766-1.4124525j)  (0.86554897-1.1710742j)  (-0.3659515+0.45817125j)  (0.9777521-0.7392953j)  (-0.9795785+0.030408282j)  (-0.17188722-0.24471198j)  (-0.11439486+1.4493576j)  (-1.7280627+0.27216813j)  (-0.5178519-0.37277701j)  (1.2822686+0.12023559j)  (-0.4766723+0.3982513j)  (-1.0330782+0.51322466j)  (0.31145036+0.9516465j)  (1.2659328-0.32459244j)  (-0.6523492-1.1119769j)  (0.028448677-0.747939j)  (0.1942338-0.0032910116j)  (-1.7338711+0.8056506j)  (0.0124895265+0.04043388j)  (-0.24707755+0.19514166j)  (0.73920286+0.13836017j)  (-0.2870085+1.2921798j)  (0.6177352-0.99635434j)  (0.75682557-0.1946218j)  (0.014548253+1.0792111j)  (-0.91862434+0.06668494j)  (0.56708205-1.1054698j)  (0.09248786-0.5537312j)
